,Country,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,Total
,Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,4
,Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,,,,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,44
,Sweden,,,,,,,,,,,,,13,19,8,,10,14,14,14,29,33,,15,5,5,5,,,,,,,,,,,,10,10,,1,,5,20,,,,,,,,,,,,6,13,10,3,,,,,,,261
,Syria,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54
,Taiwan (ROC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,6,,,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,3,,23
,Tanzania,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,10,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,,,,,,,,,,32
,Thailand,,,,,,,,,,,,,,,,,,,,,,,,1,1,,5,,,94,47,,1,112,55,,12,14,29,12,,,11,,,73,,,,95,,,5,,,13,13,,,,,,3,9,6,10,621
,Tunisia,,,,,,,,,,,,,,,,17,,,,,,0,,,,3,,31,2,13,48,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,134
,Turkey,,,,,,,,,,,,,,,3,,,27,27,13,13,22,28,42,22,22,8,21,3,3,3,,,,51,50,3,56,66,14,1,1,4,4,10,23,37,36,10,5,10,15,15,15,,35,30,,30,5,5,8,170,35,72,32,1103
,Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,3,5,8,10,52
,UAE,,,,,,,,,,,,,,,,,,,3,,,,,,0,,17,5,5,5,10,40,24,15,30,22,2,26,11,15,8,14,10,5,5,15,,,,,,,,,,,6,36,,,,3,3,316,20,47,718
,Uganda,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,10,,,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,44
,United Kingdom,,,,,,,,,,,,9,9,9,12,12,12,12,12,12,,,,5,9,9,9,5,,,,,,,8,,,2,,,,,,,,,,,200,,,,,,,,,20,33,8,,,,,,,405
,United Nations**,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0
,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,3,13,25,25,30,28,180,10,13,10,10,12,69,64,54,54,109,163,163,54,54,5,8,,,3,,,,16,16,80,80,80,16,48,,1497
,Unknown country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,7
,Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,3
,Venezuela,,,,,,,150,150,,,,,,,,,,,10,,,,,18,15,43,,,,5,325,817,587,72,42,85,10,10,20,3,5,24,7,9,,,,,,,13,1,1,,,,,,,3,3,10,3,,,,2437
,Yemen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,35,,,,,,,,70
,Zambia,,,,,,,,,,,,,,,,,,,,7,4,19,20,16,,,14,1,1,,7,20,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,1,3,,,,115
,Zimbabwe,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,10,,,50,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,73
