,Country,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,Total
,Jordan,,,,,,,,,,,,,,,,5,5,5,,,,,,,,,,,,,,118,393,168,5,,,29,58,10,,,,,,,,,,,,,,,,,8,,,,,,,,3,,805
,Katanga,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
,Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,26
,Kenya,,,,,,,,,,,,,,,,,,2,,,,5,,,2,,12,14,,,4,,,,,,,22,,23,,,,,,,,,,,,,,,,,,,,,,8,,,,,92
,Kuwait,,,,,,,,,,,,,,,,,,,8,,,,,,3,72,214,169,,,6,6,28,20,117,218,53,27,0,2,6,16,,,,,,2,13,176,170,,,,,7,,,,2,,,,,,,1333
,Laos,,,,,1,2,,,,1,,,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,14
,Lebanon,,,,,,,,38,,,,3,0,5,,15,67,75,1,,,1,39,24,17,1,2,,2,,12,7,12,,89,28,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,3,,0,444
,Libya,,,,,,,,,,,,,2,,,,,,,4,,436,488,517,493,69,,23,60,406,155,173,357,102,51,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,1,,,,,3345
,Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10
,Macedonia (FYROM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2
,Madagascar,,,,,,,,,,,,3,,2,0,7,,12,,1,,,,,17,1,,,,,,,,,,6,,,,,,,,,,,4,,,,,,,,,,,,,0,,,,0,,,53
,Malawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,6,,,,,1,4,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,27
,Malaysia,,,,,,,,,,,,,,7,5,,7,,,5,,,59,175,32,,,,,28,,,,,24,5,,5,,,,,,,,,17,1,4,15,1,,,21,19,11,,17,7,302,1,3,45,51,38,,903
,Mali,,,,,,,,,,,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,,5
,Mauritania,,,,,,,,,,,2,1,1,6,1,1,,,,,11,1,,,,,6,5,2,6,,,7,,,,,,,0,,,,,16,,,,,,,,,,,,,,,,9,2,,,,,76
,Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,4
,Mexico,,,,,,,,,,,,,,,,8,,,,,,,3,2,,,,,,30,,16,19,,,3,67,,10,,,,3,3,,,,,,,,,,,,7,,,,,15,15,60,15,23,,297
,Morocco,,,,,,,28,12,10,13,20,10,10,14,18,36,16,26,41,5,24,,,3,55,82,81,115,240,519,273,156,210,85,44,23,13,12,20,,10,19,17,,,30,60,88,,,,5,156,,,,,,,,10,718,35,24,533,,3918
,Myanmar,,,,,,1,,,,,,3,,3,3,3,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14
,Nepal,,,,,,,,,,,,,,,,,,,,,,4,,,,6,6,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,18
,Netherlands,,,,,,,2,2,2,6,40,83,83,112,88,42,23,18,9,56,81,81,40,,,,13,,3,11,8,5,,23,30,8,23,15,,15,10,,10,10,10,,65,59,,3,3,,,,,15,15,15,15,8,23,11,14,16,,11,1229
,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,5,,,,,,,,,,,,14,14,21,14,,76
,Nicaragua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,Niger,,,,,,,,,,,1,1,,,1,1,,,,2,,1,,,,,,,,,7,,6,13,,,1,,,,,7,,,,,,,,,,,,,,,,,,,0,,,2,,,41
,Nigeria,,,,,,,,,,,,,,,,3,,,5,,,,,,,,12,24,54,,51,16,209,,98,108,10,12,12,15,18,,,,5,,,,,,,,,,,,,,,,,,,7,7,,662
,Norway,,,,,,,,2,2,2,2,2,2,,,,18,14,3,,,,,16,,,,,,,,,,1,,,,,15,23,15,,5,8,8,10,28,30,25,,,1,,,,1,35,35,50,50,35,48,23,13,5,3,524
,Oman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,23,19,20,14,6,,,20,,,,,,40,55,40,1,,,5,11,14,3,,3,,,91,14,14,82,82,68,,627
,Pakistan,,,,,,,,,,,,,,,,,3,3,10,271,196,180,184,4,4,77,103,195,140,384,347,190,165,47,,15,45,25,30,0,0,12,60,5,5,8,60,5,121,352,94,90,43,303,37,20,29,,303,16,8,6,,13,4,,4210
,Peru,,,,,,,28,,,,4,,,4,,,,,194,47,,,,12,166,4,129,9,,12,239,251,,,56,92,162,119,,3,,,7,,,,0,4,12,,,,,,,,,,,,,,,18,,,1568
,Philippines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,6
,Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,13,13,13,13,13,0,,,75
,Portugal,,,,,17,34,17,56,24,8,17,51,5,9,9,12,15,198,288,323,38,15,15,15,24,50,3,,,,,,,,,14,2,,,2,8,16,,,,,,,,1,0,1,,,,,,,,,,,,,,,1286
,Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,16,,55,46,107,383,253,5,,57,87,10,5,5,40,11,10,11,40,188,276,60,14,11,11,11,,,,27,,,0,,27,62,,,1881
,Romania,,,,,,,,,,,,,,,,,,,,,,,3,5,7,7,7,7,37,37,37,44,62,68,66,66,59,59,47,35,30,18,12,12,7,,,,,,,,,6,6,,,12,6,,,,,1,0,1,764
,Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,5
,Rwanda,,,,,,,,,,,,,5,,,,,,,,2,,,4,,2,,,,,,,,3,3,3,2,,2,,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,31
,Saudi Arabia,,,,,,,,,,,,,,,,,2,4,8,49,49,,,,,65,160,141,174,260,436,411,277,81,172,917,946,274,274,184,297,213,97,49,,,,5,31,36,25,7,374,29,761,1,4,26,25,31,89,84,25,53,183,160,7488
,Senegal,,,,,,,,,,,0,8,,,4,0,1,,1,19,,12,,1,17,,14,24,3,0,,,,33,3,,14,,,,,,,,1,6,,,,,,,,,,,1,,,,,9,,6,,11,187
,Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18
,Sierra Leone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
,Singapore,,,,,,,,,,,,,,,,,,,,4,4,,,,,,,,,,12,,4,10,,36,51,51,22,,59,25,53,60,34,50,30,19,,14,16,0,,,,,6,290,843,589,,,48,22,1,11,2362
,Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,15,,,,,,,26,,,,,55
,South Africa,,,,,,,,,,,3,,44,197,121,91,185,130,104,80,413,192,132,192,82,186,357,295,198,,12,,,1,13,,2,3,5,11,8,8,20,20,18,,,,,,,,,,,17,30,30,1,1,1,9,9,2,,,3218
,South Korea,,,,,,,,,,,,,,,,,,,,,,,7,,,2,3,3,6,4,8,4,4,,9,,9,1,,,4,,,20,20,20,20,30,128,124,80,80,80,87,80,27,163,186,172,160,2,,2,,,,1544
,South Vietnam,,,,0,43,56,72,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177
,Spain,,,,20,,40,20,,,1,40,20,,,20,40,67,25,,20,31,191,179,104,54,384,78,54,214,284,293,265,294,474,15,200,220,20,120,155,111,15,30,30,99,34,15,49,22,32,37,27,22,,5,20,,37,26,1,25,14,,,30,19,4640
,Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,4,1,,,,,,,,,,,,,,,,,,,,,,11
,Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,,3,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
,Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,7
,Sweden,,,,63,75,63,30,34,36,33,3,3,10,8,4,3,59,69,71,19,11,,,,,,,,,,,,3,,15,3,28,20,47,29,31,3,9,,7,7,,,,0,0,,,,,,,,,,,28,,7,21,21,870
,Switzerland,,,,,,90,90,,0,8,12,4,4,33,41,,126,114,114,114,74,,24,33,6,,,,,,,,,22,,,,15,7,,,7,73,7,,,,,,,14,57,44,,,,,,,,,,,,,,1134
,Syria,11,,,,,,,,,,,,,,,,,,,,,,,,,,8,21,49,34,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143
,Taiwan (ROC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,650,1833,1699,,,,,,5,50,,,,,,,,,,,4242
,Thailand,,,,,32,,,,,,,,,,,,,,,,,,,,,,4,4,4,18,11,,,20,45,45,0,32,35,3,,,,,,,85,72,,,,6,,,,,,,,40,,,,4,4,30,492
,Togo,,,,,,,,,,,1,,,,0,0,,,1,1,1,1,,2,,9,15,,2,5,27,19,,,,,3,0,1,,,9,,,,,,,,,,,,,,,,,,,1,,,,16,,113
,Trinidad and Tobago,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,Tunisia,,,,,,,,11,,13,37,6,,7,4,,,5,5,,44,,,4,6,12,,4,2,27,,11,39,,9,232,,0,,,4,,,,,,,0,,1,,,,,,,,,,,,,,,,,482
,Turkey,,,,,,,,,,,,,,,,,14,14,28,14,28,28,36,14,,,,1,,,,,15,16,,,,,1,25,1,1,1,25,50,124,123,34,125,163,156,170,193,15,,,,,,,,,,15,8,,1436
,Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2
,UAE,,,,,,,,,,,,,,,,,,,,,,,23,87,99,58,169,198,121,12,73,78,78,25,37,12,,,,544,337,103,,25,45,109,232,262,262,272,161,155,196,604,823,898,918,357,58,23,63,104,5,272,,167,8060
,UNITA (Angola)*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,United Kingdom,,,,,,,,15,6,5,,,2,5,20,35,35,30,30,75,60,60,60,18,27,36,36,41,15,52,99,21,42,33,15,15,15,15,15,10,,,,,,,4,11,27,23,23,19,15,,,,,,,69,69,69,69,69,,,1407
,United Nations**,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
,United States,,,,,,,,60,60,60,70,65,90,150,155,135,105,70,70,70,30,6,9,7,5,,,63,63,63,63,63,63,53,10,86,96,106,92,57,38,54,54,35,15,48,24,,14,,,,,,,,22,43,23,76,54,55,69,82,67,53,2920
,Unknown country,,,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150
,Uruguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,1,,,,36,36,36,,,,,,,,,,,,,,,,,,,,,,3,3,,152
,Venezuela,,,,,42,,,,,,,,,,2,,,9,10,,,,5,179,179,2,3,15,1,1,,1,,,,37,38,0,16,97,116,110,53,30,,,,,,29,29,5,5,,,,,,,,,,,,,,1013
,Viet Nam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,15
,Yemen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,2
,Yugoslavia,,,,,,,17,35,,,12,,,,,,,,,,,,17,2,6,13,14,14,14,14,14,14,22,13,14,14,14,14,18,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,295
,Zimbabwe,,,,,,,,,,,,,2,5,,,,,,,,,,,,6,,1,,,,,,,,,,0,2,,,,,,,,,,,4,,,,,,,,,,,,,,,,,21
