,Country,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,Total
,Honduras,,1,2,,1,,9,1,20,1,,,14,,,1,2,,,2,,,,1,,31,6,11,,9,13,13,29,12,17,9,66,12,43,16,,,,,,,,,,,,,,,,,,,0,,,0,0,,,2,344
,Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,25,,4,18,4,,2,,,82
,India,,1,67,,52,189,4,3,,,,102,1,94,,,,,2,1,1,2,2,1,1,1,1,,,,,,,,,,4,1,38,2,4,6,20,,8,,2,4,2,4,1,8,5,,,,84,89,5,2,54,203,139,986,1141,302,3636
,Indonesia,0,0,0,6,0,1,,18,61,,182,184,15,3,2,1,7,1,1,1,20,87,5,46,71,,82,50,85,56,307,87,187,122,24,11,22,0,60,64,188,2,,4,4,4,19,23,8,24,4,4,4,8,4,4,11,17,14,,,0,35,85,150,364,2848
,Indonesia rebels*,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
,Iran,4,6,0,1,75,110,121,53,119,94,10,107,110,137,141,182,437,179,770,1141,1068,1134,598,1324,2171,4038,3989,4445,2101,214,,,,,10,4,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24943
,Iraq,,,,,,,21,4,4,,,,,,,,,,,,,,,,,,,,,,,,,27,,9,9,30,125,,,,,,,,,,,,,,,,6,43,47,137,280,311,363,430,340,255,285,705,3432
,Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,0,3,0,,,,,11,,,,,,,,4,,,,,,,,,,,,1,3,3,,,,,,,,29
,Israel,2,1,4,6,0,1,3,10,2,13,,15,46,4,96,149,134,119,556,1158,770,1263,848,1869,1075,1403,1930,1099,1325,639,1208,1645,864,484,278,300,1178,1080,582,24,81,1212,1313,715,752,359,77,42,1273,691,102,115,323,104,839,1114,1110,839,663,134,41,59,107,65,121,194,34623
,Italy,138,203,331,674,302,478,1112,890,415,407,320,225,478,857,1059,668,380,91,175,457,531,714,1344,761,783,732,432,241,415,452,322,101,172,234,204,128,137,126,128,75,94,141,126,166,144,91,149,267,6,,224,176,154,473,401,68,22,42,43,14,30,231,161,25,94,249,21279
