,Country,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,Total
,Spain,,,,,,,,,,5,,,,,,,,,,,,,,,,,110,,,5,114,45,,,,24,10,42,24,,,2,1,,,,31,24,11,91,87,,3,6,46,40,,,,,,,12,,,,732
,Sri Lanka,0,,0,17,,8,1,2,19,8,4,,,,,,,,,,,19,,,,,,,,,,,,,,,3,1,1,,3,7,,,,,,,,,43,6,,,,,,,,,,,,,,,143
,Sudan,,,,,,,,2,1,,8,15,9,,2,2,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46
,Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,Sweden,225,291,303,328,379,495,542,185,181,149,106,53,82,228,314,252,76,53,39,32,32,37,52,22,23,14,,,,,38,53,55,57,59,18,18,18,18,,,,20,,,,,,,,,,,,,,,,,2,6,6,6,,,,4867
,Switzerland,112,109,269,135,132,130,213,211,222,281,180,,,,142,145,136,,10,3,,60,98,38,38,60,72,,,,,,42,168,187,187,108,,,9,135,36,5,5,5,,,,,,,,,,35,70,70,105,,,,,,,,,3959
,Syria,12,0,20,18,53,,11,,,,,,,,,,,,,1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115
,Taiwan (ROC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,5
,Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,9,15,15,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,65
,Thailand,34,2,2,2,5,,,,,,,,,,,,,,,,,6,2,84,,8,1,,25,,,26,32,29,42,8,3,5,4,4,4,3,204,,,4,4,,,,4,7,,,6,5,18,,,,,,5,50,,,633
,Togo,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,12,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,22
,Trinidad and Tobago,,,,,,,,,,,,,,,,11,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,29
,Tunisia,,,,,,,,,,,,,,,,17,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57
,Turkey,,,,,,,,52,37,310,,,,,,,,,,,,30,31,,,,,,,,,,,58,150,150,119,159,157,10,,,,,28,43,55,55,178,163,150,135,142,14,14,38,14,26,26,26,25,,,,,,2393
,UAE,,,,,,,,,,,,,,,,,,,2,5,69,20,2,2,,25,84,78,28,1,15,21,,73,85,85,20,1,9,12,15,16,20,226,59,36,34,68,83,22,,2,,,2,,,,,,,,,66,,,1284
,Uganda,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6
,United States,329,650,620,1270,2430,1860,2040,1280,610,539,120,,,,,,,,,,,405,654,644,575,333,443,200,200,100,56,139,50,251,226,268,177,1616,1613,1617,237,158,224,355,324,310,217,142,152,143,218,192,160,134,195,172,203,246,293,284,211,177,236,76,24,24,26422
,Unknown country,,,,,,,,,,,,,,9,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45
,Uruguay,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1,,1,,,5,5,2,,,2,,,,,,,,,,,,,,29
,Venezuela,61,,,191,140,7,211,,94,,,,,18,,,24,24,,1,,,,,46,101,4,,,1,,,,,,,,,,11,38,38,,,,,,,,,,,,,,4,,,,,,,,,,,1011
,Yugoslavia,,119,116,,3,,74,,,3,5,4,2,9,15,21,14,6,6,6,4,4,4,4,4,4,9,12,15,15,12,8,12,20,24,28,24,24,24,24,20,12,2,,,,,,,,,,,,,,,,,,,,,,,,712
,Zambia,,,,,,,,,,,,,,,4,,17,,,,,122,3,3,,,,,7,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157
,Zimbabwe,1,11,2,8,36,27,8,,61,,15,,14,14,,,,,,,,,,,,,,,,,,7,72,,8,,,6,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,335
